time,latitude,longitude,curl,ektrx,ektry
UTC,degrees_north,degrees_east,MPa m-1,kg m-1 s-1,kg m-1 s-1
2018-06-10T06:00:00Z,16.5,252.5,-0.056730393,568.5131,106.534874
2018-06-10T06:00:00Z,16.5,253.5,-0.13354145,126.02227,132.28922
2018-06-10T06:00:00Z,16.5,254.5,-0.5585512,-638.9355,1074.2961
2018-06-10T06:00:00Z,16.5,255.5,-1.4914192,-2772.276,4623.5737
2018-06-10T06:00:00Z,17.5,242.5,-1.7946708,-21838.613,4558.1953
2018-06-10T06:00:00Z,17.5,243.5,3.371391,-25069.871,11879.251
2018-06-10T06:00:00Z,17.5,244.5,7.420994,-15187.699,16478.113
2018-06-10T06:00:00Z,17.5,245.5,8.043291,-6096.461,18587.63
2018-06-10T06:00:00Z,17.5,246.5,6.8244824,1921.3895,20397.064
2018-06-10T06:00:00Z,17.5,247.5,1.9009483,9305.334,18909.932
2018-06-10T06:00:00Z,17.5,248.5,-2.1770797,7662.432,9672.462
2018-06-10T06:00:00Z,17.5,249.5,-1.6051797,2293.1614,2644.442
2018-06-10T06:00:00Z,17.5,250.5,-0.3607026,683.50775,922.9131
2018-06-10T06:00:00Z,17.5,251.5,0.02547492,329.51694,382.60855
2018-06-10T06:00:00Z,17.5,252.5,0.17262912,453.26663,305.14893
2018-06-10T06:00:00Z,17.5,253.5,0.07348916,570.8641,460.36
2018-06-10T06:00:00Z,17.5,254.5,-0.29749584,235.42693,706.3939
2018-06-10T06:00:00Z,17.5,255.5,-0.99827117,-309.53384,1279.1516
2018-06-10T06:00:00Z,18.5,242.5,-1.9626884,-9468.296,4754.236
2018-06-10T06:00:00Z,18.5,243.5,-1.7654152,-13358.569,12539.752
2018-06-10T06:00:00Z,18.5,244.5,0.020110633,-12880.782,21859.178
2018-06-10T06:00:00Z,18.5,245.5,1.1208509,-8105.744,26126.393
2018-06-10T06:00:00Z,18.5,246.5,0.38461486,-2276.8296,24608.64
2018-06-10T06:00:00Z,18.5,247.5,-1.3759508,1780.6692,15574.493
